職場の様子,休日休暇(月曜日),（派遣先）配属先部署　男女比　男,大手企業,交通費別途支給,（派遣先）配属先部署　人数,残業月20時間以上,職種コード,1日7時間以下勤務OK,短時間勤務OK(1日4h以内),駅から徒歩5分以内,学校・公的機関（官公庁）,土日祝のみ勤務,掲載期間　開始日,Wordのスキルを活かす,勤務地　最寄駅1（分）,派遣スタッフ活躍中,大量募集,Accessのスキルを活かす,休日休暇(火曜日),平日休みあり,休日休暇　備考,フラグオプション選択,期間・時間　勤務時間,期間・時間　勤務期間,派遣形態,週2・3日OK,勤務先公開,Excelのスキルを活かす,16時前退社OK,正社員登用あり,残業月20時間未満,勤務地　備考,英語力不要,拠点番号,休日休暇(日曜日),社員食堂あり,お仕事名,10時以降出社OK,期間・時間　勤務開始日,英語以外の語学力を活かす,休日休暇(祝日),外資系企業,服装自由,PowerPointのスキルを活かす,（派遣先）配属先部署,（派遣先）配属先部署　男女比　女,仕事内容,休日休暇(土曜日),休日休暇(木曜日),勤務地　最寄駅1（沿線名）,（派遣先）配属先部署　平均年齢,英語力を活かす,会社概要　業界コード,勤務地　都道府県コード,PCスキル不要,車通勤OK,制服あり,休日休暇(水曜日),仕事の仕方,勤務地　最寄駅1（駅からの交通手段）,応募資格,紹介予定派遣,シフト勤務,経験者優遇,週4日勤務,未経験OK,派遣会社のうれしい特典,土日祝休み,給与/交通費　交通費,掲載期間　終了日,休日休暇(金曜日),お仕事のポイント（仕事PR）,扶養控除内,給与/交通費　給与下限,オフィスが禁煙・分煙,勤務地　市区町村コード,（派遣先）職場の雰囲気,勤務地　最寄駅1（駅名）,給与/交通費　備考,残業なし
2,0,6.0,1,0,10.0,0,20020,0,0,0,0,0,0,1,7.0,1,0,0,0,0,0,3,523,5,0,0,1,1,0,0,1,45,0,2,1,1,3583,0,1,0,1,0,1,1,1284,4.0,3583,1,0,71,42.0,1,29000,14,0,0,0,0,1,1.0,2156,0,0,1,0,1,0,1,3,0,0,3569,0,1700,1,103,459,452,285600.0,0
2,0,6.0,1,0,10.0,0,20020,0,0,0,0,0,0,1,7.0,1,0,0,0,0,0,3,523,5,0,0,1,1,0,0,1,45,0,2,1,1,3583,0,1,0,1,0,1,1,1284,4.0,3583,1,0,71,42.0,1,29000,14,0,0,0,0,1,1.0,2156,0,0,1,0,1,0,1,3,0,0,3569,0,1700,1,103,459,452,285600.0,0
4,0,3.0,1,0,7.0,1,20710,0,0,1,0,0,0,1,5.0,1,0,0,0,1,56,0,6,3,0,0,0,1,0,0,0,122,1,2,0,0,3584,0,43,0,0,0,1,0,1560,7.0,3584,0,0,46,30.0,0,26000,14,0,0,0,0,5,1.0,125,0,1,1,0,1,0,0,3,0,0,3570,0,1600,1,132,14,695,235200.0,0
3,0,4.0,0,1,15.0,0,22010,1,0,0,1,0,0,1,15.0,1,0,0,0,0,278,0,4,5,0,0,0,1,0,0,0,46,1,2,1,1,3585,0,1,0,1,0,1,1,18,6.0,3585,1,0,25,40.0,0,30000,14,0,0,0,0,3,1.0,2157,0,0,1,0,1,0,1,2,0,0,3571,0,1550,1,102,14,372,227850.0,1
3,0,4.0,0,1,15.0,0,22010,1,0,0,1,0,0,1,15.0,1,0,0,0,0,278,0,4,5,0,0,0,1,0,0,0,46,1,2,1,1,3585,0,1,0,1,0,1,1,18,6.0,3585,1,0,25,40.0,0,30000,14,0,0,0,0,3,1.0,2157,0,0,1,0,1,0,1,2,0,0,3571,0,1550,1,102,14,372,227850.0,1
3,0,4.0,1,0,10.0,0,20410,0,0,0,0,0,0,1,7.0,1,0,0,0,0,1,0,1362,5,0,0,0,1,0,0,0,116,1,2,1,0,3586,0,1,0,1,0,1,0,153,6.0,3586,1,0,46,35.0,0,28000,14,0,0,0,0,5,1.0,2158,0,0,1,0,1,0,1,3,0,0,3572,0,1400,1,201,329,529,215600.0,1
3,0,7.0,0,0,10.0,1,22020,0,0,0,0,0,0,1,13.0,1,0,0,0,0,9,0,61,5,1,0,0,1,0,1,0,130,0,2,1,0,3587,0,1,0,0,1,1,0,227,3.0,3587,1,0,121,49.0,1,22000,14,0,1,0,0,2,1.0,2159,1,0,1,0,1,0,1,3,0,0,3573,0,1800,1,152,28,491,302400.0,0
3,0,7.0,0,0,10.0,1,22020,0,0,0,0,0,0,1,13.0,1,0,0,0,0,9,0,61,5,1,0,0,1,0,1,0,130,0,2,1,0,3587,0,1,0,0,1,1,0,227,3.0,3587,1,0,121,49.0,1,22000,14,0,1,0,0,2,1.0,2159,1,0,1,0,1,0,1,3,0,0,3573,0,1800,1,152,28,491,302400.0,0
3,0,0.0,0,0,2.0,1,20030,0,0,0,0,0,0,1,5.0,0,0,0,0,0,296,1,1363,5,1,0,0,1,0,1,0,275,1,11,1,0,3588,0,1,0,1,0,1,0,1561,10.0,3588,1,0,19,25.0,0,22000,8,0,1,1,0,4,0.0,46,1,0,1,0,1,0,1,3,0,0,3574,0,1200,1,225,299,38,235200.0,0
3,0,5.0,0,0,20.0,0,22030,0,0,0,0,0,0,1,5.0,1,0,0,0,0,347,1,441,5,1,0,0,1,0,1,1,276,1,41,1,0,3589,0,1,0,1,0,0,0,1562,5.0,3589,1,0,185,40.0,0,23000,18,0,1,0,0,1,3.0,1858,1,0,1,0,1,0,1,3,0,0,3575,0,1300,1,201,201,756,218400.0,0
3,0,5.0,0,0,20.0,0,22030,0,0,0,0,0,0,1,5.0,1,0,0,0,0,347,1,441,5,1,0,0,1,0,1,1,276,1,41,1,0,3589,0,1,0,1,0,0,0,1562,5.0,3589,1,0,185,40.0,0,23000,18,0,1,0,0,1,3.0,1858,1,0,1,0,1,0,1,3,0,0,3575,0,1300,1,201,201,756,218400.0,0
3,0,5.0,0,1,25.0,1,22020,0,0,0,0,0,0,1,15.0,0,0,0,0,0,0,0,981,5,1,0,0,1,0,1,0,76,1,10,1,0,3590,0,1,0,1,0,1,0,116,5.0,3590,1,0,29,40.0,0,27000,11,0,1,0,0,5,1.0,2160,1,0,1,0,1,0,1,2,0,0,3576,0,1600,1,108,28,428,268800.0,0
3,0,5.0,0,1,25.0,1,22020,0,0,0,0,0,0,1,15.0,0,0,0,0,0,0,0,981,5,1,0,0,1,0,1,0,76,1,10,1,0,3590,0,1,0,1,0,1,0,116,5.0,3590,1,0,29,40.0,0,27000,11,0,1,0,0,5,1.0,2160,1,0,1,0,1,0,1,2,0,0,3576,0,1600,1,108,28,428,268800.0,0
2,0,10.0,1,0,1.0,0,20020,1,0,0,0,0,0,1,10.0,0,0,0,1,1,142,0,1364,5,0,0,0,1,0,0,0,76,1,10,0,0,3591,0,1,0,0,0,1,1,0,0.0,3591,0,0,26,40.0,0,29000,11,0,0,0,1,1,1.0,20,0,0,1,0,1,0,0,3,0,0,3577,0,1500,1,108,12,344,220500.0,1
3,0,7.0,0,0,8.0,0,20020,0,0,1,0,0,0,1,3.0,1,0,0,0,0,18,1,1365,5,0,0,0,1,0,0,0,45,0,2,1,0,3592,0,1,0,0,1,0,1,1563,3.0,3592,1,0,71,40.0,1,22000,14,0,0,0,0,1,1.0,2161,0,0,1,0,1,0,1,3,0,0,3578,0,1700,1,103,310,452,285600.0,1
3,0,7.0,0,0,8.0,0,20020,0,0,1,0,0,0,1,3.0,1,0,0,0,0,18,1,1365,5,0,0,0,1,0,0,0,45,0,2,1,0,3592,0,1,0,0,1,0,1,1563,3.0,3592,1,0,71,40.0,1,22000,14,0,0,0,0,1,1.0,2161,0,0,1,0,1,0,1,3,0,0,3578,0,1700,1,103,310,452,285600.0,1
3,0,5.0,0,0,8.0,1,20610,0,0,0,1,0,0,1,10.0,1,0,0,0,0,1,0,226,5,0,0,0,1,0,0,0,116,1,2,1,1,3593,0,1,0,1,0,1,1,1564,5.0,3593,1,0,46,40.0,0,30000,14,0,0,0,0,1,2.0,2162,0,0,1,0,1,0,1,3,0,0,3579,0,1550,1,201,14,415,235200.0,0
3,0,1.0,0,0,8.0,0,20310,1,0,0,0,0,0,1,15.0,1,0,0,0,0,1,2,1020,5,0,0,0,1,0,0,1,58,1,6,1,0,3594,0,1,0,1,0,1,0,1565,9.0,3594,1,0,87,40.0,0,26000,28,0,1,0,0,5,1.0,1704,0,0,1,0,1,3,1,3,0,0,3580,0,1460,1,101,320,757,214620.0,0
3,0,0.0,0,0,1.0,0,20020,0,0,0,0,0,0,1,10.0,1,0,0,0,0,1,1,129,5,0,0,0,1,0,0,0,54,1,5,1,0,3595,0,2,0,1,0,1,0,14,10.0,3595,1,0,5,43.0,0,21000,12,0,0,0,0,2,2.0,20,0,0,1,0,1,0,1,3,0,0,3581,0,1300,1,101,74,355,218400.0,1
2,0,7.0,0,0,6.0,0,20020,1,0,1,1,0,0,1,5.0,1,0,0,0,0,0,1,19,5,0,0,0,1,0,0,1,44,1,1,1,0,3596,0,5,0,1,0,1,1,31,3.0,3596,1,0,86,35.0,0,30000,23,0,0,0,0,1,1.0,20,0,0,1,0,1,1,1,3,0,0,3582,0,1350,1,106,11,389,198450.0,0
3,0,3.0,0,0,6.0,0,20310,0,0,0,0,0,0,1,15.0,0,0,0,0,0,0,3,1366,5,1,0,0,1,0,1,1,84,0,6,1,0,3597,0,1,0,1,0,1,0,1566,7.0,3597,1,0,56,40.0,1,23000,28,0,0,0,0,2,1.0,2163,1,0,1,0,1,0,1,3,0,0,3583,0,1350,1,110,20,356,235200.0,0
3,0,3.0,0,0,6.0,0,20310,0,0,0,0,0,0,1,15.0,0,0,0,0,0,0,3,1366,5,1,0,0,1,0,1,1,84,0,6,1,0,3597,0,1,0,1,0,1,0,1566,7.0,3597,1,0,56,40.0,1,23000,28,0,0,0,0,2,1.0,2163,1,0,1,0,1,0,1,3,0,0,3583,0,1350,1,110,20,356,235200.0,0
3,0,5.0,0,1,8.0,0,20020,1,0,1,0,0,0,1,3.0,1,0,0,1,0,10,1,25,5,0,1,0,1,0,0,0,56,1,3,1,0,3598,1,2,0,1,0,1,0,1567,5.0,3598,1,1,63,40.0,0,22000,27,0,0,0,0,1,1.0,2164,0,0,1,0,1,0,1,2,0,0,3584,0,1200,1,127,8,323,235200.0,1
3,0,5.0,0,0,8.0,0,20710,0,0,1,0,0,0,0,1.0,1,0,0,0,0,1,1,49,5,0,0,0,1,0,0,0,262,1,38,1,0,3599,0,1,0,1,0,1,0,1568,5.0,3599,1,0,186,40.0,0,21000,43,0,0,0,0,1,1.0,20,0,0,1,0,1,0,1,3,0,0,3585,0,1100,1,101,11,758,184800.0,1
2,0,8.0,0,0,25.0,0,20610,0,0,0,0,0,0,1,10.0,1,0,0,0,0,1,0,401,5,0,0,0,1,0,0,0,57,0,2,1,1,3600,0,1,0,1,1,1,1,1569,2.0,3600,1,0,18,40.0,1,22000,14,0,0,0,0,2,1.0,2165,0,0,1,0,1,0,1,3,0,0,3586,0,1550,1,134,329,320,235200.0,1
3,0,3.0,0,0,4.0,1,20030,0,0,0,0,0,0,1,15.0,1,0,0,0,1,215,0,1248,5,1,0,0,1,0,1,0,152,1,2,1,1,3601,0,1,0,0,0,0,0,96,7.0,3601,0,0,117,33.0,0,26000,14,0,1,0,1,4,2.0,20,1,0,1,0,1,0,0,3,0,0,3587,0,1400,1,114,315,487,235200.0,0
3,0,5.0,0,0,8.0,0,20020,0,0,0,0,0,0,1,8.0,1,0,0,0,0,1,0,12,5,0,0,0,1,0,0,0,81,1,2,1,0,3602,0,1,0,1,0,1,0,227,5.0,3602,1,0,107,40.0,0,22000,14,0,0,0,0,3,1.0,20,0,0,1,0,1,0,1,3,0,0,3588,0,1400,1,108,313,759,220500.0,1
3,0,5.0,0,0,8.0,0,20020,0,0,0,0,0,0,1,8.0,1,0,0,0,0,1,0,12,5,0,0,0,1,0,0,0,81,1,2,1,0,3602,0,1,0,1,0,1,0,227,5.0,3602,1,0,107,40.0,0,22000,14,0,0,0,0,3,1.0,20,0,0,1,0,1,0,1,3,0,0,3588,0,1400,1,108,313,759,220500.0,1
2,0,5.0,1,1,29.0,0,20410,0,0,1,0,0,0,1,1.0,1,0,0,0,0,1,3,1367,5,0,0,0,1,0,0,1,67,1,8,1,1,3603,0,2,0,1,0,0,0,96,5.0,3603,1,0,66,40.0,0,28000,40,0,0,1,0,3,1.0,20,0,0,1,0,1,0,1,2,0,0,3589,0,1200,1,133,388,120,201600.0,0
3,0,5.0,0,0,8.0,0,20020,0,0,1,0,0,0,1,5.0,1,0,0,0,0,0,1,49,5,0,0,0,1,0,0,0,92,1,5,1,0,3604,0,1,0,1,0,1,1,3,5.0,3604,1,0,28,40.0,0,27000,12,0,0,0,0,1,1.0,2166,0,0,1,0,1,0,1,3,0,0,3590,0,1500,1,106,10,368,252000.0,1
3,0,5.0,0,0,8.0,0,20020,0,0,1,0,0,0,1,5.0,1,0,0,0,0,0,1,49,5,0,0,0,1,0,0,0,92,1,5,1,0,3604,0,1,0,1,0,1,1,3,5.0,3604,1,0,28,40.0,0,27000,12,0,0,0,0,1,1.0,2166,0,0,1,0,1,0,1,3,0,0,3590,0,1500,1,106,10,368,252000.0,1
3,0,7.0,0,1,7.0,0,20020,1,0,1,0,0,0,1,15.0,1,0,0,0,0,1,1,1,5,0,0,1,1,0,0,0,61,1,3,1,1,3605,0,1,0,1,0,1,0,96,3.0,3605,1,0,59,36.0,0,27002,27,0,0,0,0,1,1.0,20,0,0,1,0,1,0,1,2,0,0,3591,0,1400,1,109,0,545,205800.0,1
3,0,9.0,1,0,8.0,0,22030,0,0,1,0,0,0,1,2.0,1,0,0,0,0,9,3,1318,5,0,0,0,1,0,0,0,81,1,2,1,1,3606,0,1,0,0,0,0,0,1570,1.0,3606,1,0,107,40.0,0,22000,14,0,0,1,0,5,1.0,2167,0,0,1,0,1,0,1,3,0,0,3592,0,1500,1,108,315,438,244125.0,1
4,0,5.0,0,1,8.0,0,20020,1,0,0,1,0,0,1,7.0,0,0,0,0,0,1,1,1368,5,0,0,0,1,1,0,1,237,1,33,1,0,3607,0,5,0,1,0,1,0,1571,5.0,3607,1,0,163,40.0,0,30000,42,0,0,0,0,2,1.0,20,0,0,1,0,1,0,1,2,0,0,3593,0,1000,1,201,359,760,235200.0,0
3,0,5.0,0,0,8.0,0,20020,1,0,0,1,0,0,1,5.0,0,0,0,0,0,1,1,1369,5,0,0,0,1,0,0,0,94,1,12,1,0,3608,0,1,0,1,0,0,0,557,5.0,3608,1,0,19,40.0,0,30000,37,0,0,0,0,2,0.0,1596,0,0,1,0,1,0,1,3,0,0,3594,0,1300,1,201,311,38,191100.0,1
3,0,5.0,0,0,8.0,0,20020,1,0,0,1,0,0,1,5.0,0,0,0,0,0,1,1,1369,5,0,0,0,1,0,0,0,94,1,12,1,0,3608,0,1,0,1,0,0,0,557,5.0,3608,1,0,19,40.0,0,30000,37,0,0,0,0,2,0.0,1596,0,0,1,0,1,0,1,3,0,0,3594,0,1300,1,201,311,38,191100.0,1
3,0,1.0,1,0,33.0,0,20030,0,0,0,0,0,0,0,20.0,1,0,0,0,0,0,1,1329,5,0,0,0,1,0,0,0,71,1,2,1,1,3609,0,1,0,1,0,0,0,448,9.0,3609,1,0,56,40.0,0,22000,14,0,0,0,0,5,1.0,2168,0,0,1,0,1,0,1,3,0,0,3595,0,1400,1,203,15,337,222950.0,1
2,0,7.0,0,0,4.0,1,22020,0,0,0,0,0,0,1,5.0,0,0,0,0,0,1,1,1370,5,1,0,0,1,0,1,0,184,1,7,1,0,3610,0,1,0,1,0,0,0,116,3.0,3610,1,0,19,46.0,0,27000,34,0,1,1,0,5,0.0,2169,1,0,1,0,1,0,1,3,0,0,3596,0,1200,1,101,299,38,235200.0,0
2,0,7.0,0,0,4.0,1,22020,0,0,0,0,0,0,1,5.0,0,0,0,0,0,1,1,1370,5,1,0,0,1,0,1,0,184,1,7,1,0,3610,0,1,0,1,0,0,0,116,3.0,3610,1,0,19,46.0,0,27000,34,0,1,1,0,5,0.0,2169,1,0,1,0,1,0,1,3,0,0,3596,0,1200,1,101,299,38,235200.0,0
2,0,5.0,0,1,22.0,0,22020,1,0,1,0,0,0,1,5.0,0,0,0,0,0,0,1,1371,5,0,0,0,1,0,0,0,56,0,3,1,0,3611,1,1,0,1,0,1,0,1,5.0,3611,1,0,57,38.0,1,27000,27,0,0,0,0,1,1.0,2170,0,0,1,0,1,0,1,2,0,0,3597,0,1450,1,127,23,434,235200.0,1
2,0,3.0,0,0,6.0,0,20020,0,0,1,1,0,0,1,5.0,1,0,0,0,0,1,3,13,5,0,0,0,1,0,0,0,64,1,9,1,0,3612,0,2,0,1,0,1,0,31,7.0,3612,1,0,88,37.0,0,30000,26,0,0,0,0,5,1.0,20,0,0,1,0,1,0,1,3,0,0,3598,0,1250,1,106,15,390,196875.0,1
3,0,5.0,0,0,8.0,0,22020,0,0,0,0,0,0,1,9.0,0,0,0,0,0,1,1,1372,5,1,0,0,1,0,1,0,239,1,11,1,0,3613,1,5,0,1,0,1,0,1572,5.0,3613,1,0,42,40.0,0,27000,8,0,1,0,0,2,3.0,1637,1,0,1,0,1,0,1,3,0,0,3599,0,1250,1,220,460,761,210000.0,1
3,0,5.0,0,1,8.0,0,22020,1,0,1,0,0,0,1,4.0,0,0,0,1,0,348,1,26,5,0,1,0,1,1,0,0,51,1,3,1,0,3614,1,1,0,1,0,1,1,1,5.0,3614,1,1,62,40.0,0,26000,27,0,0,0,0,1,1.0,1637,0,0,1,0,1,0,1,2,0,0,3600,0,1250,1,128,299,423,235200.0,1
2,0,5.0,0,0,4.0,0,20710,1,0,0,0,0,0,1,15.0,0,0,0,0,0,1,3,9,5,0,0,0,1,1,0,0,253,1,8,1,0,3615,1,1,0,1,0,1,0,31,5.0,3615,1,0,131,40.0,0,23000,40,0,1,0,0,3,1.0,1746,0,0,1,0,1,0,1,3,0,0,3601,0,1000,1,223,461,762,84000.0,1
2,0,5.0,0,0,4.0,0,20710,1,0,0,0,0,0,1,15.0,0,0,0,0,0,1,3,9,5,0,0,0,1,1,0,0,253,1,8,1,0,3615,1,1,0,1,0,1,0,31,5.0,3615,1,0,131,40.0,0,23000,40,0,1,0,0,3,1.0,1746,0,0,1,0,1,0,1,3,0,0,3601,0,1000,1,223,461,762,84000.0,1
3,0,4.0,0,1,8.0,0,22010,0,0,0,1,0,0,1,5.0,0,0,0,0,0,349,1,1373,5,0,0,0,1,0,0,1,277,1,42,1,1,3616,0,1,0,1,0,1,0,23,6.0,3616,1,0,19,40.0,0,30000,39,0,1,0,0,1,0.0,2131,0,0,1,0,1,0,1,2,0,0,3602,0,1050,1,206,299,38,176400.0,0
3,0,1.0,0,0,10.0,0,20040,1,0,0,0,0,0,1,7.0,1,0,0,0,1,350,3,1374,5,0,0,0,1,0,0,0,80,1,10,0,1,3617,1,5,0,0,0,1,0,740,9.0,3617,0,0,26,40.0,0,28000,11,0,0,0,0,5,1.0,2171,0,1,1,0,1,0,0,3,0,0,3603,0,1600,1,107,4,582,235200.0,1
3,0,8.0,1,0,90.0,0,20710,1,0,0,0,0,0,0,20.0,1,0,0,0,0,1,3,1,5,0,0,0,0,0,0,0,49,1,2,1,0,3618,0,1,0,1,0,0,0,26,2.0,3618,1,0,56,41.0,0,26000,14,1,1,1,0,5,2.0,46,0,0,0,0,1,0,1,3,0,0,3604,0,1600,1,104,299,306,235200.0,1
2,0,3.0,1,0,3.0,0,20020,0,0,1,0,0,0,1,3.0,0,0,0,0,0,1,1,1375,3,0,0,0,1,0,0,0,78,1,1,1,0,3619,0,1,0,1,0,0,0,1125,7.0,3619,1,0,86,32.0,0,23000,23,0,0,1,0,2,1.0,20,0,0,1,0,1,1,1,3,0,0,3605,0,1400,1,105,410,308,213150.0,1
2,0,3.0,1,0,3.0,0,20020,0,0,1,0,0,0,1,3.0,0,0,0,0,0,1,1,1375,3,0,0,0,1,0,0,0,78,1,1,1,0,3619,0,1,0,1,0,0,0,1125,7.0,3619,1,0,86,32.0,0,23000,23,0,0,1,0,2,1.0,20,0,0,1,0,1,1,1,3,0,0,3605,0,1400,1,105,410,308,213150.0,1
3,0,7.0,0,1,7.0,0,20030,0,0,1,0,0,0,1,5.0,0,0,0,0,0,1,0,49,5,1,0,0,1,0,1,0,210,1,10,1,0,3620,0,1,0,1,0,1,0,26,3.0,3620,1,0,26,30.0,0,22000,11,0,0,0,0,3,1.0,46,1,0,1,0,1,0,1,2,0,0,3606,0,1300,1,203,20,668,218400.0,1
3,0,5.0,1,0,11.0,0,20020,1,0,1,0,0,0,1,1.0,1,0,0,0,0,1,1,25,5,0,0,0,1,0,0,0,101,1,3,1,0,3621,1,16,0,1,0,1,0,31,5.0,3621,1,0,63,40.0,0,21000,27,0,0,0,0,1,1.0,20,0,0,1,0,1,0,1,3,0,0,3607,0,1350,1,106,4,323,170100.0,1
3,0,1.0,0,1,26.0,0,22030,0,0,1,0,0,0,0,4.0,0,0,0,0,0,193,1,49,5,0,0,0,0,0,0,0,51,1,3,1,0,3622,0,1,0,1,0,1,0,1573,9.0,3622,1,0,67,40.0,0,27000,27,1,0,0,1,2,1.0,2172,0,0,0,1,1,0,1,2,0,0,3608,0,1450,1,128,20,470,235200.0,1
3,0,1.0,0,1,26.0,0,22030,0,0,1,0,0,0,0,4.0,0,0,0,0,0,193,1,49,5,0,0,0,0,0,0,0,51,1,3,1,0,3622,0,1,0,1,0,1,0,1573,9.0,3622,1,0,67,40.0,0,27000,27,1,0,0,1,2,1.0,2172,0,0,0,1,1,0,1,2,0,0,3608,0,1450,1,128,20,470,235200.0,1
3,0,1.0,0,1,15.0,0,20020,0,0,1,0,0,0,1,5.0,1,0,0,0,0,1,1,163,5,0,0,0,1,0,0,1,78,1,1,1,1,3623,0,1,0,1,0,1,0,1574,9.0,3623,1,0,56,40.0,0,27000,23,0,0,0,0,1,1.0,20,0,0,1,0,1,1,1,2,0,0,3609,0,1400,1,105,2,308,227850.0,0
3,0,1.0,0,1,15.0,0,20020,0,0,1,0,0,0,1,5.0,1,0,0,0,0,1,1,163,5,0,0,0,1,0,0,1,78,1,1,1,1,3623,0,1,0,1,0,1,0,1574,9.0,3623,1,0,56,40.0,0,27000,23,0,0,0,0,1,1.0,20,0,0,1,0,1,1,1,2,0,0,3609,0,1400,1,105,2,308,227850.0,0
3,0,3.0,0,1,4.0,0,22020,1,0,1,0,0,0,1,1.0,0,0,0,0,0,0,1,26,5,0,0,0,1,1,0,0,51,1,3,1,0,3624,1,1,0,1,0,1,0,227,7.0,3624,1,0,94,44.0,0,29300,27,0,0,0,0,2,1.0,2173,0,0,1,0,1,0,1,2,0,0,3610,1,1100,1,128,360,401,115500.0,1
3,0,7.0,0,0,15.0,0,22020,1,0,1,0,0,0,1,4.0,0,0,0,0,0,351,3,16,5,0,0,0,1,0,0,0,67,1,8,1,0,3625,0,8,0,1,0,1,0,1575,3.0,3625,1,0,104,45.0,0,29300,40,0,0,0,0,3,1.0,20,0,0,1,0,1,0,1,3,0,0,3611,0,1230,1,133,17,430,180810.0,1
3,0,6.0,1,0,30.0,1,22020,0,0,1,0,0,0,1,5.0,0,0,0,0,0,0,1,1376,5,1,0,0,1,0,1,0,44,1,1,1,0,3626,0,1,0,1,0,0,0,1,4.0,3626,1,0,86,38.0,0,22000,23,0,0,0,0,2,1.0,1637,1,0,1,0,1,1,1,3,0,0,3612,0,1450,1,106,71,389,235200.0,0
3,0,6.0,1,0,30.0,1,22020,0,0,1,0,0,0,1,5.0,0,0,0,0,0,0,1,1376,5,1,0,0,1,0,1,0,44,1,1,1,0,3626,0,1,0,1,0,0,0,1,4.0,3626,1,0,86,38.0,0,22000,23,0,0,0,0,2,1.0,1637,1,0,1,0,1,1,1,3,0,0,3612,0,1450,1,106,71,389,235200.0,0
3,0,7.0,1,1,4.0,0,20020,0,0,1,0,0,0,1,3.0,0,0,1,0,0,0,3,13,5,0,0,0,1,0,0,0,56,1,3,1,0,3627,0,1,0,1,0,1,0,96,3.0,3627,1,0,77,47.0,0,27002,27,0,0,0,0,1,1.0,20,0,0,1,0,1,0,1,2,0,0,3613,0,1400,1,127,53,346,220500.0,1
3,0,6.0,0,0,60.0,0,20030,0,0,1,0,0,0,1,2.0,1,0,0,0,0,1,0,13,5,0,0,0,1,0,0,0,131,1,10,1,0,3628,0,1,0,1,0,1,0,486,4.0,3628,1,0,26,40.0,0,21000,11,0,1,0,0,1,1.0,20,0,0,1,0,1,0,1,3,0,0,3614,0,1400,1,105,462,374,220500.0,1
3,0,6.0,0,0,60.0,0,20030,0,0,1,0,0,0,1,2.0,1,0,0,0,0,1,0,13,5,0,0,0,1,0,0,0,131,1,10,1,0,3628,0,1,0,1,0,1,0,486,4.0,3628,1,0,26,40.0,0,21000,11,0,1,0,0,1,1.0,20,0,0,1,0,1,0,1,3,0,0,3614,0,1400,1,105,462,374,220500.0,1
4,0,6.0,0,0,24.0,0,20020,0,0,1,0,0,0,1,1.0,0,0,0,0,1,20,1,1377,5,1,0,0,1,0,1,1,56,1,3,0,0,3629,0,1,0,0,0,0,0,109,4.0,3629,0,0,63,33.0,0,27000,27,0,0,1,0,5,1.0,20,1,1,1,0,1,0,0,3,0,0,3615,0,1400,1,127,20,318,235200.0,0
4,0,6.0,0,0,24.0,0,20020,0,0,1,0,0,0,1,1.0,0,0,0,0,1,20,1,1377,5,1,0,0,1,0,1,1,56,1,3,0,0,3629,0,1,0,0,0,0,0,109,4.0,3629,0,0,63,33.0,0,27000,27,0,0,1,0,5,1.0,20,1,1,1,0,1,0,0,3,0,0,3615,0,1400,1,127,20,318,235200.0,0
3,0,7.0,0,0,30.0,0,22030,1,0,0,0,0,0,1,8.0,1,0,0,0,0,1,0,227,5,0,0,0,1,1,0,0,80,1,10,1,0,3630,0,19,0,1,0,1,0,101,3.0,3630,1,0,80,37.0,0,27000,11,0,0,0,0,3,1.0,1737,0,0,1,0,1,0,1,3,0,0,3616,0,1300,1,107,0,478,163800.0,1
2,0,3.0,0,0,3.0,0,20020,0,0,0,0,0,0,1,10.0,1,0,0,0,0,1,3,1378,5,0,0,0,1,0,0,0,66,1,2,1,0,3631,0,1,0,1,0,1,0,130,7.0,3631,1,0,3,38.0,0,27000,14,0,0,0,0,2,1.0,2174,0,0,1,0,1,0,1,3,0,0,3617,0,1400,1,153,11,763,235200.0,1
2,0,6.0,0,0,10.0,0,20030,0,0,1,0,0,0,1,3.0,1,0,0,0,0,1,0,1379,5,0,0,0,1,0,0,1,51,1,3,1,0,3632,0,1,0,1,0,1,0,153,4.0,3632,1,0,57,45.0,0,29000,27,0,0,0,0,4,1.0,2175,0,0,1,0,1,0,1,3,0,0,3618,0,1550,1,128,119,319,244125.0,0
3,0,9.0,0,0,10.0,0,20020,0,0,1,0,0,0,1,5.0,1,0,0,0,0,352,1,1380,5,0,0,0,1,0,0,0,51,1,3,1,0,3633,0,1,0,1,0,1,0,14,1.0,3633,1,0,94,53.0,0,28000,27,0,0,0,0,1,1.0,2176,0,0,1,0,1,0,1,3,0,0,3619,0,1400,1,128,353,401,220500.0,1
3,0,0.0,0,0,27.0,0,20510,0,0,1,0,0,0,1,3.0,1,0,0,0,0,1,0,1381,3,0,0,0,1,0,0,1,49,1,2,1,0,3634,0,1,0,1,0,1,0,823,10.0,3634,1,0,71,40.0,0,28000,14,0,0,0,0,5,1.0,2177,0,0,1,0,1,0,1,3,0,0,3620,0,1550,1,104,299,331,233275.0,0
3,0,5.0,0,0,8.0,0,20610,1,0,1,0,0,0,1,5.0,1,0,0,0,0,1,0,1,5,0,0,0,1,0,0,0,192,1,3,1,0,3635,0,2,0,1,0,1,0,81,5.0,3635,1,0,145,40.0,0,27000,27,0,1,0,0,2,1.0,2178,0,0,1,0,1,0,1,3,0,0,3621,0,1550,1,213,299,553,227850.0,1
